strategy,family,ticker,start_date,end_date,initial_cash_brl,final_equity_brl,final_profit_brl,final_return_pct,completed_trades,max_trade_gain_pct,max_trade_loss_pct
macd_12_26_9_trend200,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,7872.2105,6872.2105,687.2211,162,31.4079,-8.3665
macd_12_26_9_trend200,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,8988.9484,7988.9484,798.8948,188,200.0011,-13.1975
macd_12_26_9_trend200,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,1200.4199,200.4199,20.042,92,41.6107,-9.3344
macd_12_26_9_trend200,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,944.2743,-55.7257,-5.5726,201,37.0833,-11.5997
macd_12_26_9_trend200,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,712.9266,-287.0734,-28.7073,130,22.6652,-9.9578
macd_12_26_9_trend200,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,2025.2375,1025.2375,102.5238,220,47.1666,-10.3888
macd_12_26_9_trend200,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,2584.5424,1584.5424,158.4542,144,34.0779,-13.3333
macd_12_26_9_trend200,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,1133.0,133.0,13.3,67,58.3514,-18.9591
macd_12_26_9_trend200,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,439.9887,-560.0113,-56.0011,185,28.9842,-11.4386
macd_12_26_9_trend200,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,1746.9843,746.9843,74.6984,118,31.1905,-11.7672
macd_12_26_9_trend200,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,10164.6843,9164.6843,916.4684,170,76.0563,-12.5561
macd_12_26_9_trend200,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,1534.1829,534.1829,53.4183,212,73.3257,-18.1577
macd_12_26_9_trend200,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,19097.5473,18097.5473,1809.7547,193,32.5661,-9.6708
macd_12_26_9_trend50,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,1758.1597,758.1597,75.816,272,41.4149,-16.211
macd_12_26_9_trend50,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,1495.2962,495.2962,49.5296,166,37.0588,-14.3813
macd_12_26_9_trend50,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,10103.9108,9103.9108,910.3911,255,30.5733,-15.3731
macd_12_26_9_trend50,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,1519.6109,519.6109,51.9611,159,40.1023,-41.4859
macd_12_26_9_trend50,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,883.6701,-116.3299,-11.633,141,18.3695,-12.2581
macd_12_26_9_trend50,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,3585.6228,2585.6228,258.5623,93,100.3704,-12.5373
macd_12_26_9_trend50,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,6256.3468,5256.3468,525.6347,230,41.3793,-17.1779
macd_12_26_9_trend50,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,101.4747,-898.5253,-89.8525,279,40.6202,-98.1096
macd_12_26_9_trend50,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,270.8784,-729.1216,-72.9122,241,26.1294,-50.3649
macd_12_26_9_trend50,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,1084.9746,84.9746,8.4975,282,28.5604,-10.4884
macd_12_26_9_trend50,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,6261.8373,5261.8373,526.1837,216,48.4419,-10.6117
macd_12_26_9_trend50,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,113489.2649,112489.2649,11248.9265,223,207.9961,-18.5515
macd_12_26_9_trend50,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,14295.4885,13295.4885,1329.5488,221,54.8673,-16.1049
macd_12_26_9_trend50,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,1862.6916,862.6916,86.2692,265,77.2786,-8.7379
macd_12_26_9_trend50,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,2158.1133,1158.1133,115.8113,176,38.8336,-17.8517
macd_12_26_9_trend50,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,1053.2034,53.2034,5.3203,180,21.3523,-13.8462
macd_12_26_9_trend50,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,773.2691,-226.7309,-22.6731,195,26.5609,-37.8484
macd_12_26_9_trend50,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,2787.7369,1787.7369,178.7737,261,47.4655,-47.4612
macd_12_26_9_trend50,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,5879.767,4879.767,487.9767,266,61.8422,-21.5278
macd_12_26_9_trend50,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,1144.3386,144.3386,14.4339,177,34.7513,-13.5714
macd_12_26_9_trend50,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,1194.6672,194.6672,19.4667,293,22.25,-12.4343
macd_12_26_9_trend50,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,1757.5072,757.5072,75.7507,272,20.2502,-12.3894
macd_12_26_9_trend50,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,1284.3259,284.3259,28.4326,123,21.2544,-9.706
macd_12_26_9_trend50,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,1100.4911,100.4911,10.0491,221,107.0,-13.5736
macd_12_26_9_trend50,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,23498.6595,22498.6595,2249.8659,126,116.2545,-15.6
macd_12_26_9_trend50,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,659.8386,-340.1614,-34.0161,185,22.8916,-12.3672
macd_12_26_9_trend50,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,3086.4301,2086.4301,208.643,250,36.9264,-24.9506
macd_12_26_9_trend50,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,5944.1199,4944.1199,494.412,208,31.4079,-8.3665
macd_12_26_9_trend50,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,6257.2746,5257.2746,525.7275,232,200.0011,-9.7628
macd_12_26_9_trend50,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,718.9497,-281.0503,-28.105,115,36.7909,-9.7978
macd_12_26_9_trend50,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,2608.4545,1608.4545,160.8454,240,42.0256,-10.4198
macd_12_26_9_trend50,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,977.3276,-22.6724,-2.2672,163,25.7732,-8.2143
macd_12_26_9_trend50,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,3063.8753,2063.8753,206.3875,265,52.0154,-19.1291
macd_12_26_9_trend50,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,3437.5089,2437.5089,243.7509,175,39.5135,-10.8591
macd_12_26_9_trend50,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,38010.8454,37010.8454,3701.0845,82,1900.0,-18.9591
macd_12_26_9_trend50,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,1253.3562,253.3562,25.3356,224,34.0495,-11.4386
macd_12_26_9_trend50,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,1753.0326,753.0326,75.3033,166,41.0794,-11.7672
macd_12_26_9_trend50,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,20182.0819,19182.0819,1918.2082,227,76.0563,-21.0657
macd_12_26_9_trend50,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,1499.9455,499.9455,49.9946,277,67.3853,-21.2557
macd_12_26_9_trend50,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,13114.2651,12114.2651,1211.4265,225,32.5661,-9.6708
macd_19_39_9,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,8125.8966,7125.8966,712.5897,208,35.355,-10.4915
macd_19_39_9,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,619.9165,-380.0835,-38.0084,145,60.3042,-50.5226
macd_19_39_9,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,13228.9702,12228.9702,1222.897,225,41.2664,-21.5956
macd_19_39_9,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,2314.611,1314.611,131.4611,131,51.9726,-40.794
macd_19_39_9,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,1098.2294,98.2294,9.8229,106,22.6488,-10.0529
macd_19_39_9,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,6991.8794,5991.8794,599.1879,79,154.9855,-13.5091
macd_19_39_9,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,19045.9211,18045.9211,1804.5921,189,148.4277,-26.5799
macd_19_39_9,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,567.7791,-432.2209,-43.2221,201,61.1785,-98.0935
macd_19_39_9,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,5893.4835,4893.4835,489.3483,169,109.6781,-38.6139
macd_19_39_9,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,2723.6549,1723.6549,172.3655,213,64.9545,-20.3704
macd_19_39_9,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,20753.1474,19753.1474,1975.3147,135,45.2572,-20.1709
macd_19_39_9,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,295320.3906,294320.3906,29432.0391,192,296.4422,-26.1034
macd_19_39_9,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,18330.0628,17330.0628,1733.0063,193,78.4489,-28.5714
macd_19_39_9,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,3927.5856,2927.5856,292.7586,202,82.6783,-28.3938
macd_19_39_9,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,355.3279,-644.6721,-64.4672,145,49.157,-33.3333
macd_19_39_9,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,1554.5999,554.5999,55.46,132,51.1498,-17.0909
macd_19_39_9,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,2021.4565,1021.4565,102.1457,142,33.7904,-35.9931
macd_19_39_9,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,16955.1782,15955.1782,1595.5178,197,118.0822,-16.356
macd_19_39_9,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,3722.0763,2722.0763,272.2076,216,185.5669,-77.2898
macd_19_39_9,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,1300.7153,300.7153,30.0715,137,54.2373,-23.8095
macd_19_39_9,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,16068.1383,15068.1383,1506.8138,213,28.6195,-19.8925
macd_19_39_9,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,4068.9912,3068.9912,306.8991,196,36.5896,-19.0536
macd_19_39_9,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,1451.635,451.635,45.1635,91,22.387,-9.566
macd_19_39_9,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,4133.846,3133.846,313.3846,152,162.255,-30.8898
macd_19_39_9,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,14579.3191,13579.3191,1357.9319,98,111.5661,-46.7187
macd_19_39_9,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,994.5894,-5.4106,-0.5411,158,38.3812,-17.9222
macd_19_39_9,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,14531.7208,13531.7208,1353.1721,186,76.2791,-30.391
macd_19_39_9,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,10953.8598,9953.8598,995.386,155,34.8403,-20.9125
macd_19_39_9,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,39546.4076,38546.4076,3854.6408,173,200.0011,-11.3506
macd_19_39_9,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,2191.67,1191.67,119.167,82,44.4257,-24.2938
macd_19_39_9,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,4228.4489,3228.4489,322.8449,161,46.6822,-28.2995
macd_19_39_9,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,1413.3397,413.3397,41.334,129,27.466,-11.6993
macd_19_39_9,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,4012.2047,3012.2047,301.2205,221,46.1652,-15.1861
macd_19_39_9,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,4654.5464,3654.5464,365.4546,139,62.8193,-28.6232
macd_19_39_9,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,60666.3484,59666.3484,5966.6348,66,1900.0,-16.487
macd_19_39_9,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,1163.0059,163.0059,16.3006,171,55.2511,-12.9811
macd_19_39_9,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,1853.1958,853.1958,85.3196,119,41.6539,-50.0
macd_19_39_9,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,25860.0858,24860.0858,2486.0086,199,113.4328,-23.1788
macd_19_39_9,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,3607.755,2607.755,260.7755,214,59.2195,-22.2222
macd_19_39_9,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,25622.8219,24622.8219,2462.2822,167,66.7483,-18.1818
macd_24_52_18,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,4954.4714,3954.4714,395.4471,147,35.0015,-12.8777
macd_24_52_18,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,882.2333,-117.7667,-11.7767,84,65.3109,-64.9535
macd_24_52_18,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,34128.2316,33128.2316,3312.8232,119,56.391,-25.8134
macd_24_52_18,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,1859.1722,859.1722,85.9172,80,47.1543,-23.4989
macd_24_52_18,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,2381.5795,1381.5795,138.1579,58,35.5882,-10.1563
macd_24_52_18,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,13816.2856,12816.2856,1281.6286,43,125.641,-12.8544
macd_24_52_18,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,22839.3182,21839.3182,2183.9318,117,138.7693,-25.4373
macd_24_52_18,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,408.2686,-591.7314,-59.1731,133,42.1705,-98.1096
macd_24_52_18,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,2444.0924,1444.0924,144.4092,117,119.3555,-43.7956
macd_24_52_18,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,7265.6475,6265.6475,626.5648,131,66.7028,-20.3704
macd_24_52_18,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,13499.7634,12499.7634,1249.9763,99,108.7956,-32.0163
macd_24_52_18,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,460558.8045,459558.8045,45955.8805,126,283.7638,-23.5186
macd_24_52_18,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,44916.6458,43916.6458,4391.6646,123,145.7143,-20.1723
macd_24_52_18,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,2881.3399,1881.3399,188.134,131,52.3077,-28.0
macd_24_52_18,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,1799.7188,799.7188,79.9719,80,97.8641,-46.5517
macd_24_52_18,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,1622.1586,622.1586,62.2159,82,39.8417,-17.0909
macd_24_52_18,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,3686.6074,2686.6074,268.6607,87,32.2695,-27.3142
macd_24_52_18,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,5198.3249,4198.3249,419.8325,128,78.106,-24.7154
macd_24_52_18,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,2010.4439,1010.4439,101.0444,132,74.1803,-78.3817
macd_24_52_18,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,2617.3001,1617.3001,161.73,93,65.1659,-23.8095
macd_24_52_18,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,16114.5596,15114.5596,1511.456,129,31.0399,-19.0218
macd_24_52_18,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,6668.0149,5668.0149,566.8015,130,39.0984,-19.5122
macd_24_52_18,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,1462.1515,462.1515,46.2152,62,21.9692,-10.2564
macd_24_52_18,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,10753.4815,9753.4815,975.3482,91,234.6809,-23.6313
macd_24_52_18,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,12972.9586,11972.9586,1197.2959,70,97.6052,-29.6241
macd_24_52_18,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,936.983,-63.017,-6.3017,93,34.6265,-20.5294
macd_24_52_18,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,184744.4606,183744.4606,18374.4461,124,880.0363,-33.6888
macd_24_52_18,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,7337.5072,6337.5072,633.7507,108,36.6102,-12.7837
macd_24_52_18,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,66987.8438,65987.8438,6598.7844,114,233.3347,-13.4021
macd_24_52_18,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,1859.9498,859.9498,85.995,58,75.0,-26.1658
macd_24_52_18,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,7915.7955,6915.7955,691.5796,102,53.2371,-15.7361
macd_24_52_18,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,2460.2306,1460.2306,146.0231,75,45.5878,-9.7781
macd_24_52_18,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,6084.3211,5084.3211,508.4321,134,40.9978,-19.9212
macd_24_52_18,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,6530.2385,5530.2385,553.0238,92,45.6257,-18.9732
macd_24_52_18,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,78808.0685,77808.0685,7780.8068,39,1900.0,-17.948
macd_24_52_18,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,2733.8767,1733.8767,173.3877,112,48.922,-16.9889
macd_24_52_18,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,4259.0337,3259.0337,325.9034,63,49.0,-50.0
macd_24_52_18,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,79641.6301,78641.6301,7864.163,123,163.0953,-27.9539
macd_24_52_18,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,4770.434,3770.434,377.0434,131,56.4626,-25.39
macd_24_52_18,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,14806.1232,13806.1232,1380.6123,113,60.9859,-21.6912
macd_5_35_5,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,3734.5243,2734.5243,273.4524,461,56.5212,-13.2137
macd_5_35_5,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,219.7368,-780.2632,-78.0263,348,39.2233,-22.4044
macd_5_35_5,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,6670.3726,5670.3726,567.0373,463,33.4586,-15.5625
macd_5_35_5,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,522.2212,-477.7788,-47.7779,300,45.0059,-38.916
macd_5_35_5,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,842.6401,-157.3599,-15.736,240,16.9274,-12.7758
macd_5_35_5,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,4311.3283,3311.3283,331.1328,172,63.2467,-10.9558
macd_5_35_5,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,1869.2815,869.2815,86.9282,456,42.0494,-21.875
macd_5_35_5,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,52.0032,-947.9968,-94.7997,483,49.5726,-98.0935
macd_5_35_5,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,103253.5447,102253.5447,10225.3545,391,1943.6248,-38.6139
macd_5_35_5,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,1859.8579,859.8579,85.9858,487,32.8906,-13.907
macd_5_35_5,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,13406.3325,12406.3325,1240.6332,347,45.8105,-16.6444
macd_5_35_5,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,44938.4509,43938.4509,4393.8451,425,210.4477,-22.9508
macd_5_35_5,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,8553.7331,7553.7331,755.3733,446,65.8537,-24.6032
macd_5_35_5,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,1887.6198,887.6198,88.762,462,65.5969,-11.3067
macd_5_35_5,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,2527.1601,1527.1601,152.716,323,46.3511,-16.5899
macd_5_35_5,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,1634.7241,634.7241,63.4724,284,25.3677,-13.2
macd_5_35_5,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,649.7873,-350.2127,-35.0213,355,24.7093,-37.3596
macd_5_35_5,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,4449.5873,3449.5873,344.9587,436,31.2245,-47.4612
macd_5_35_5,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,4201.3752,3201.3752,320.1375,442,484.9854,-77.2898
macd_5_35_5,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,863.6517,-136.3483,-13.6348,325,26.6667,-17.142
macd_5_35_5,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,1378.2342,378.2342,37.8234,519,21.8336,-20.3125
macd_5_35_5,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,605.3269,-394.6731,-39.4673,467,29.101,-17.1975
macd_5_35_5,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,2458.7147,1458.7147,145.8715,206,41.9561,-9.146
macd_5_35_5,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,768.2089,-231.7911,-23.1791,371,182.0514,-18.7654
macd_5_35_5,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,16827.5114,15827.5114,1582.7511,256,79.6409,-17.8905
macd_5_35_5,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,585.3327,-414.6673,-41.4667,357,30.8824,-19.6296
macd_5_35_5,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,7942.8897,6942.8897,694.289,429,49.0395,-20.0561
macd_5_35_5,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,22311.1677,21311.1677,2131.1168,354,24.9153,-19.6429
macd_5_35_5,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,16792.7548,15792.7548,1579.2755,382,150.0011,-10.9978
macd_5_35_5,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,1312.3597,312.3597,31.236,206,58.8889,-29.7694
macd_5_35_5,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,4913.0288,3913.0288,391.3029,383,46.5658,-28.9308
macd_5_35_5,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,409.5836,-590.4164,-59.0416,320,30.3571,-13.5638
macd_5_35_5,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,1468.6993,468.6993,46.8699,481,31.6552,-22.9167
macd_5_35_5,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,4198.566,3198.566,319.8566,330,37.2973,-18.9189
macd_5_35_5,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,62353.6097,61353.6097,6135.361,143,1900.0,-8.2893
macd_5_35_5,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,2898.1728,1898.1728,189.8173,360,35.7883,-12.7889
macd_5_35_5,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,482.8102,-517.1898,-51.719,273,34.5,-50.0
macd_5_35_5,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,13322.148,12322.148,1232.2148,447,74.1784,-29.2308
macd_5_35_5,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,640.1602,-359.8398,-35.984,465,36.7783,-22.734
macd_5_35_5,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,21783.8887,20783.8887,2078.3889,350,24.382,-20.3846
macd_8_17_9,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,5212.3203,4212.3203,421.232,363,44.5659,-16.8523
macd_8_17_9,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,334.7705,-665.2295,-66.5229,246,50.0967,-32.5581
macd_8_17_9,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,6382.1336,5382.1336,538.2134,348,57.1111,-23.125
macd_8_17_9,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,492.6116,-507.3884,-50.7388,222,43.9067,-40.794
macd_8_17_9,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,633.1499,-366.8501,-36.685,179,21.717,-11.57
macd_8_17_9,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,2806.7166,1806.7166,180.6717,127,55.5556,-12.5373
macd_8_17_9,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,3538.9277,2538.9277,253.8928,334,55.4487,-21.875
macd_8_17_9,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,29.8157,-970.1843,-97.0184,352,49.5726,-98.0935
macd_8_17_9,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,92793.8023,91793.8023,9179.3802,296,1947.6517,-38.6139
macd_8_17_9,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,1248.6712,248.6712,24.8671,361,30.9469,-17.3077
macd_8_17_9,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,5547.1384,4547.1384,454.7138,261,50.6612,-21.0895
macd_8_17_9,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,20803.155,19803.155,1980.3155,324,207.9961,-26.1034
macd_8_17_9,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,2613.1298,1613.1298,161.313,333,57.9545,-26.9855
macd_8_17_9,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,2549.5502,1549.5502,154.955,329,79.846,-11.7145
macd_8_17_9,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,1684.5899,684.5899,68.459,227,35.7488,-27.5862
macd_8_17_9,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,2020.8917,1020.8917,102.0892,222,25.1836,-13.2
macd_8_17_9,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,707.1581,-292.8419,-29.2842,257,19.7376,-37.3596
macd_8_17_9,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,7559.2443,6559.2443,655.9244,321,68.9474,-47.4612
macd_8_17_9,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,3728.3817,2728.3817,272.8382,341,477.0157,-77.2898
macd_8_17_9,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,1390.2908,390.2908,39.0291,249,27.7778,-16.6667
macd_8_17_9,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,952.5747,-47.4253,-4.7425,406,21.3044,-20.3125
macd_8_17_9,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,454.0329,-545.9671,-54.5967,351,38.9007,-19.0536
macd_8_17_9,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,2445.2793,1445.2793,144.5279,154,46.2044,-9.706
macd_8_17_9,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,431.7989,-568.2011,-56.8201,296,85.8376,-20.0413
macd_8_17_9,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,11759.3886,10759.3886,1075.9389,188,85.5534,-25.7991
macd_8_17_9,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,443.9991,-556.0009,-55.6001,258,31.3726,-16.0338
macd_8_17_9,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,9357.1723,8357.1723,835.7172,332,41.0675,-17.4542
